分類,場所,コースタイプ,芝・ダ,距離帯,馬場分類,枠ゾーン,血統区分,血統名,母数,勝利数,複勝数,勝率,複勝率,単勝回収率,複勝回収率,平均人気,基準複勝率,複勝率差,リフト,評価,特徴コメント
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,短中距離(1400-1600),稍,中枠(3-6),父系統,ネイティヴダンサー系,280,26,68,0.0929,0.2429,150.4,0.0,8.02,0.2062,0.0367,1.178,A,京都ダ短中距離(1400-1600)・稍・中枠(3-6)で父系統「ネイティヴダンサー系」は基準比リフト1.178
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,ダ,短距離(1000-1300),重不良,中枠(3-6),母父系統,ニアークティック系,229,16,53,0.0699,0.2314,50.9,0.0,7.49,0.1964,0.035,1.178,A,新潟ダ短距離(1000-1300)・重不良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.178
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,ダ,短距離(1000-1300),良,中枠(3-6),父系統,父系統不明,653,53,140,0.0812,0.2144,76.4,0.0,7.71,0.182,0.0324,1.178,A,中京ダ短距離(1000-1300)・良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.178
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,長距離(2500以上),良,内枠(1-2),父系統,ロイヤルチャージャー系,159,20,50,0.1258,0.3145,168.9,0.0,6.04,0.2672,0.0473,1.177,A,阪神ダ長距離(2500以上)・良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.177
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,芝,中長距離(2100-2400),良,外枠(7-8),父系統,父系統不明,158,18,41,0.1139,0.2595,96.5,0.0,6.75,0.2204,0.0391,1.177,A,阪神芝中長距離(2100-2400)・良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.177
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,芝,中距離(1700-2000),良,外枠(7-8),母父,サンデーサイレンス,295,22,72,0.0746,0.2441,117.2,0.0,7.19,0.2074,0.0367,1.177,A,中山芝中距離(1700-2000)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.177
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,芝,短中距離(1400-1600),稍,中枠(3-6),父系統,父系統不明,353,32,81,0.0907,0.2295,63.4,0.0,7.53,0.195,0.0345,1.177,A,東京芝短中距離(1400-1600)・稍・中枠(3-6)で父系統「父系統不明」は基準比リフト1.177
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),母父系統,ニアークティック系,896,58,217,0.0647,0.2422,57.4,0.0,7.7,0.206,0.0362,1.176,A,阪神ダ中距離(1700-2000)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.176
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,芝,短中距離(1400-1600),稍,中枠(3-6),父系統,ロイヤルチャージャー系,345,19,75,0.0551,0.2174,91.9,0.0,8.37,0.1849,0.0325,1.176,A,新潟芝短中距離(1400-1600)・稍・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.176
競馬場×距離帯×馬場×枠,函館,小回り・持続型,芝,短距離(1000-1300),良,中枠(3-6),父系統,父系統不明,760,72,208,0.0947,0.2737,87.9,0.0,6.75,0.2329,0.0408,1.175,A,函館芝短距離(1000-1300)・良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.175
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,短中距離(1400-1600),稍,外枠(7-8),父系統,父系統不明,226,21,57,0.0929,0.2522,53.0,0.0,7.49,0.2147,0.0375,1.175,A,阪神ダ短中距離(1400-1600)・稍・外枠(7-8)で父系統「父系統不明」は基準比リフト1.175
競馬場×距離帯×馬場×枠,札幌,小回り・持続型,芝,短距離(1000-1300),良,中枠(3-6),父系統,ニアークティック系,340,32,83,0.0941,0.2441,66.6,0.0,7.66,0.2078,0.0363,1.175,A,札幌芝短距離(1000-1300)・良・中枠(3-6)で父系統「ニアークティック系」は基準比リフト1.175
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,ダ,中距離(1700-2000),重不良,中枠(3-6),父系統,ニアークティック系,222,18,53,0.0811,0.2387,81.9,0.0,7.99,0.2032,0.0355,1.175,A,中山ダ中距離(1700-2000)・重不良・中枠(3-6)で父系統「ニアークティック系」は基準比リフト1.175
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,芝,中距離(1700-2000),良,中枠(3-6),父,ハービンジャー,177,21,51,0.1186,0.2881,129.4,0.0,6.73,0.2454,0.0427,1.174,A,京都芝中距離(1700-2000)・良・中枠(3-6)で父「ハービンジャー」は基準比リフト1.174
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,芝,長距離(2500以上),良,中枠(3-6),母父系統,ロイヤルチャージャー系,323,30,83,0.0929,0.257,61.2,0.0,7.15,0.219,0.038,1.174,A,中京芝長距離(2500以上)・良・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト1.174
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),母父,サンデーサイレンス,730,67,171,0.0918,0.2342,98.8,0.0,7.52,0.1997,0.0345,1.173,A,東京ダ短中距離(1400-1600)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.173
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,ダ,中距離(1700-2000),良,中枠(3-6),母父,クロフネ,197,14,46,0.0711,0.2335,50.3,0.0,7.04,0.199,0.0345,1.173,A,中山ダ中距離(1700-2000)・良・中枠(3-6)で母父「クロフネ」は基準比リフト1.173
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,芝,短中距離(1400-1600),良,外枠(7-8),母父,サンデーサイレンス,197,18,44,0.0914,0.2234,61.2,0.0,8.07,0.1905,0.0329,1.173,A,新潟芝短中距離(1400-1600)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.173
競馬場×距離帯×馬場×枠,小倉,小回り・機動型,ダ,中距離(1700-2000),重不良,外枠(7-8),母父系統,ロイヤルチャージャー系,219,20,48,0.0913,0.2192,84.6,0.0,8.08,0.1868,0.0324,1.173,A,小倉ダ中距離(1700-2000)・重不良・外枠(7-8)で母父系統「ロイヤルチャージャー系」は基準比リフト1.173
競馬場×距離帯×馬場×枠,福島,小回り・機動型,ダ,中距離(1700-2000),良,内枠(1-2),母父系統,ナスルーラ系,165,12,41,0.0727,0.2485,63.2,0.0,7.29,0.2121,0.0364,1.172,A,福島ダ中距離(1700-2000)・良・内枠(1-2)で母父系統「ナスルーラ系」は基準比リフト1.172
競馬場×距離帯×馬場×枠,小倉,小回り・機動型,芝,中距離(1700-2000),重不良,中枠(3-6),母父系統,ニアークティック系,196,15,48,0.0765,0.2449,60.5,0.0,7.46,0.209,0.0359,1.172,A,小倉芝中距離(1700-2000)・重不良・中枠(3-6)で母父系統「ニアークティック系」は基準比リフト1.172
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,中長距離(2100-2400),良,外枠(7-8),父系統,父系統不明,251,15,58,0.0598,0.2311,81.3,0.0,7.52,0.1973,0.0338,1.171,A,東京ダ中長距離(2100-2400)・良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.171
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,短中距離(1400-1600),稍,中枠(3-6),母父系統,ネイティヴダンサー系,512,42,118,0.082,0.2305,60.9,0.0,7.71,0.1968,0.0337,1.171,A,阪神ダ短中距離(1400-1600)・稍・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.171
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,ダ,短距離(1000-1300),良,中枠(3-6),母父,フジキセキ,244,18,55,0.0738,0.2254,71.6,0.0,8.4,0.1927,0.0327,1.17,A,中山ダ短距離(1000-1300)・良・中枠(3-6)で母父「フジキセキ」は基準比リフト1.17
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,ダ,短中距離(1400-1600),稍,中枠(3-6),母父系統,ネイティヴダンサー系,218,15,49,0.0688,0.2248,95.7,0.0,7.72,0.1921,0.0327,1.17,A,中京ダ短中距離(1400-1600)・稍・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.17
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,中距離(1700-2000),稍,中枠(3-6),父系統,父系統不明,279,25,74,0.0896,0.2652,60.8,0.0,6.9,0.2269,0.0383,1.169,A,京都ダ中距離(1700-2000)・稍・中枠(3-6)で父系統「父系統不明」は基準比リフト1.169
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短中距離(1400-1600),良,外枠(7-8),母父,フレンチデピュティ,166,16,42,0.0964,0.253,137.4,0.0,6.9,0.2165,0.0365,1.169,A,東京ダ短中距離(1400-1600)・良・外枠(7-8)で母父「フレンチデピュティ」は基準比リフト1.169
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,長距離(2500以上),良,内枠(1-2),父系統,ロイヤルチャージャー系,154,16,43,0.1039,0.2792,72.3,0.0,6.61,0.239,0.0402,1.168,A,京都ダ長距離(2500以上)・良・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.168
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,中距離(1700-2000),良,外枠(7-8),父,キングカメハメハ,182,15,50,0.0824,0.2747,40.2,0.0,6.29,0.2351,0.0396,1.168,A,阪神ダ中距離(1700-2000)・良・外枠(7-8)で父「キングカメハメハ」は基準比リフト1.168
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,中距離(1700-2000),稍,外枠(7-8),父系統,父系統不明,167,14,44,0.0838,0.2635,131.1,0.0,7.14,0.2257,0.0378,1.167,A,京都ダ中距離(1700-2000)・稍・外枠(7-8)で父系統「父系統不明」は基準比リフト1.167
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,芝,中距離(1700-2000),稍,中枠(3-6),母父系統,ネイティヴダンサー系,227,16,62,0.0705,0.2731,72.8,0.0,7.14,0.2342,0.0389,1.166,A,阪神芝中距離(1700-2000)・稍・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.166
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短中距離(1400-1600),不,中枠(3-6),母父系統,ネイティヴダンサー系,351,27,87,0.0769,0.2479,86.2,0.0,7.74,0.2126,0.0353,1.166,A,東京ダ短中距離(1400-1600)・不・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.166
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短中距離(1400-1600),重不良,内枠(1-2),母父系統,ネイティヴダンサー系,299,22,58,0.0736,0.194,66.8,0.0,7.94,0.1665,0.0275,1.165,A,東京ダ短中距離(1400-1600)・重不良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト1.165
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,短中距離(1400-1600),良,外枠(7-8),父系統,ナスルーラ系,198,20,51,0.101,0.2576,72.4,0.0,7.52,0.2213,0.0363,1.164,A,阪神ダ短中距離(1400-1600)・良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.164
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),父系統,ナスルーラ系,165,13,38,0.0788,0.2303,120.0,0.0,9.01,0.1978,0.0325,1.164,A,中京芝短中距離(1400-1600)・良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.164
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,ダ,短距離(1000-1300),良,内枠(1-2),父系統,ネイティヴダンサー系,229,17,56,0.0742,0.2445,67.7,0.0,7.93,0.2103,0.0342,1.163,A,中京ダ短距離(1000-1300)・良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.163
競馬場×距離帯×馬場×枠,福島,小回り・機動型,芝,短距離(1000-1300),良,外枠(7-8),父系統,ネイティヴダンサー系,482,33,110,0.0685,0.2282,73.7,0.0,8.25,0.1962,0.032,1.163,A,福島芝短距離(1000-1300)・良・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.163
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,芝,短距離(1000-1300),良,外枠(7-8),父系統,ナスルーラ系,156,10,35,0.0641,0.2244,41.9,0.0,7.96,0.1929,0.0315,1.163,A,中山芝短距離(1000-1300)・良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.163
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,長距離(2500以上),良,外枠(7-8),母父系統,ニアークティック系,166,12,36,0.0723,0.2169,76.9,0.0,6.78,0.1865,0.0304,1.163,A,東京ダ長距離(2500以上)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.163
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,中距離(1700-2000),不,中枠(3-6),父系統,父系統不明,237,23,63,0.097,0.2658,78.1,0.0,7.1,0.2288,0.037,1.162,A,阪神ダ中距離(1700-2000)・不・中枠(3-6)で父系統「父系統不明」は基準比リフト1.162
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,短距離(1000-1300),良,外枠(7-8),父系統,父系統不明,461,32,111,0.0694,0.2408,42.9,0.0,7.21,0.2072,0.0336,1.162,A,阪神ダ短距離(1000-1300)・良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.162
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,芝,中距離(1700-2000),良,中枠(3-6),父,ステイゴールド,193,20,55,0.1036,0.285,64.0,0.0,6.61,0.2454,0.0396,1.161,A,京都芝中距離(1700-2000)・良・中枠(3-6)で父「ステイゴールド」は基準比リフト1.161
競馬場×距離帯×馬場×枠,福島,小回り・機動型,芝,長距離(2500以上),良,中枠(3-6),父系統,ニアークティック系,345,38,97,0.1101,0.2812,111.3,0.0,7.16,0.2423,0.0389,1.161,A,福島芝長距離(2500以上)・良・中枠(3-6)で父系統「ニアークティック系」は基準比リフト1.161
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,芝,短距離(1000-1300),良,外枠(7-8),父系統,父系統不明,196,16,37,0.0816,0.1888,52.2,0.0,7.92,0.1628,0.026,1.16,A,中京芝短距離(1000-1300)・良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.16
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),父,キンシャサノキセキ,203,14,47,0.069,0.2315,57.9,0.0,7.3,0.1997,0.0318,1.159,A,東京ダ短中距離(1400-1600)・良・中枠(3-6)で父「キンシャサノキセキ」は基準比リフト1.159
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短中距離(1400-1600),良,中枠(3-6),父,ゼンノロブロイ,203,14,47,0.069,0.2315,36.8,0.0,7.22,0.1997,0.0318,1.159,A,東京ダ短中距離(1400-1600)・良・中枠(3-6)で父「ゼンノロブロイ」は基準比リフト1.159
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,ダ,短距離(1000-1300),良,外枠(7-8),母父系統,ネイティヴダンサー系,295,23,68,0.078,0.2305,80.1,0.0,7.86,0.1988,0.0317,1.159,A,中京ダ短距離(1000-1300)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.159
競馬場×距離帯×馬場×枠,福島,小回り・機動型,ダ,短距離(1000-1300),良,内枠(1-2),父系統,ネイティヴダンサー系,310,23,69,0.0742,0.2226,93.6,0.0,8.28,0.1921,0.0305,1.159,A,福島ダ短距離(1000-1300)・良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.159
競馬場×距離帯×馬場×枠,札幌,小回り・持続型,ダ,短距離(1000-1300),良,外枠(7-8),父系統,ネイティヴダンサー系,177,24,59,0.1356,0.3333,168.9,0.0,5.73,0.2879,0.0454,1.158,A,札幌ダ短距離(1000-1300)・良・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.158
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,芝,中長距離(2100-2400),良,中枠(3-6),母父,サンデーサイレンス,166,16,45,0.0964,0.2711,120.2,0.0,6.13,0.2341,0.037,1.158,A,京都芝中長距離(2100-2400)・良・中枠(3-6)で母父「サンデーサイレンス」は基準比リフト1.158
競馬場×距離帯×馬場×枠,小倉,小回り・機動型,芝,短距離(1000-1300),稍,内枠(1-2),父系統,ロイヤルチャージャー系,212,15,42,0.0708,0.1981,55.9,0.0,8.16,0.1711,0.027,1.158,A,小倉芝短距離(1000-1300)・稍・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.158
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,芝,短距離(1000-1300),良,内枠(1-2),父系統,父系統不明,327,17,53,0.052,0.1621,76.7,0.0,9.54,0.14,0.0221,1.158,A,新潟芝短距離(1000-1300)・良・内枠(1-2)で父系統「父系統不明」は基準比リフト1.158
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,短距離(1000-1300),良,外枠(7-8),母父系統,ナスルーラ系,242,23,58,0.095,0.2397,62.7,0.0,7.23,0.2072,0.0325,1.157,A,阪神ダ短距離(1000-1300)・良・外枠(7-8)で母父系統「ナスルーラ系」は基準比リフト1.157
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,ダ,短中距離(1400-1600),重不良,内枠(1-2),父系統,ネイティヴダンサー系,244,15,47,0.0615,0.1926,54.0,0.0,8.4,0.1665,0.0261,1.157,A,東京ダ短中距離(1400-1600)・重不良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.157
競馬場×距離帯×馬場×枠,函館,小回り・持続型,ダ,中距離(1700-2000),良,内枠(1-2),母父系統,ニアークティック系,253,23,79,0.0909,0.3123,53.5,0.0,6.45,0.2701,0.0422,1.156,A,函館ダ中距離(1700-2000)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.156
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,芝,中距離(1700-2000),良,内枠(1-2),母父系統,ネイティヴダンサー系,501,53,145,0.1058,0.2894,112.6,0.0,6.89,0.2505,0.0389,1.155,A,阪神芝中距離(1700-2000)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト1.155
競馬場×距離帯×馬場×枠,東京,直線長め・持続型,芝,短中距離(1400-1600),良,外枠(7-8),父系統,父系統不明,1468,115,337,0.0783,0.2296,72.0,0.0,7.77,0.1988,0.0308,1.155,A,東京芝短中距離(1400-1600)・良・外枠(7-8)で父系統「父系統不明」は基準比リフト1.155
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,芝,長距離(2500以上),良,外枠(7-8),母父系統,ニアークティック系,284,27,82,0.0951,0.2887,106.7,0.0,6.45,0.2503,0.0384,1.153,A,新潟芝長距離(2500以上)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.153
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,中距離(1700-2000),重不良,中枠(3-6),父系統,父系統不明,186,16,48,0.086,0.2581,67.0,0.0,6.78,0.2239,0.0342,1.153,A,京都ダ中距離(1700-2000)・重不良・中枠(3-6)で父系統「父系統不明」は基準比リフト1.153
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,芝,短中距離(1400-1600),良,中枠(3-6),母父,キングカメハメハ,164,17,41,0.1037,0.25,90.7,0.0,7.59,0.2169,0.0331,1.153,A,阪神芝短中距離(1400-1600)・良・中枠(3-6)で母父「キングカメハメハ」は基準比リフト1.153
競馬場×距離帯×馬場×枠,小倉,小回り・機動型,芝,短距離(1000-1300),重不良,中枠(3-6),父系統,ロイヤルチャージャー系,271,19,61,0.0701,0.2251,99.1,0.0,8.38,0.1952,0.0299,1.153,A,小倉芝短距離(1000-1300)・重不良・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.153
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,ダ,短距離(1000-1300),不,中枠(3-6),父系統,父系統不明,160,12,39,0.075,0.2438,90.3,0.0,7.67,0.2117,0.0321,1.152,A,阪神ダ短距離(1000-1300)・不・中枠(3-6)で父系統「父系統不明」は基準比リフト1.152
競馬場×距離帯×馬場×枠,中京,直線長め・持続型,ダ,短距離(1000-1300),良,内枠(1-2),母父系統,ニアークティック系,322,14,78,0.0435,0.2422,32.4,0.0,8.02,0.2103,0.0319,1.152,A,中京ダ短距離(1000-1300)・良・内枠(1-2)で母父系統「ニアークティック系」は基準比リフト1.152
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,中距離(1700-2000),良,外枠(7-8),母父,サンデーサイレンス,252,24,60,0.0952,0.2381,59.2,0.0,6.68,0.2066,0.0315,1.152,A,京都ダ中距離(1700-2000)・良・外枠(7-8)で母父「サンデーサイレンス」は基準比リフト1.152
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,ダ,中距離(1700-2000),良,内枠(1-2),父系統,ネイティヴダンサー系,351,26,82,0.0741,0.2336,96.4,0.0,7.42,0.2028,0.0308,1.152,A,新潟ダ中距離(1700-2000)・良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.152
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,中距離(1700-2000),重不良,外枠(7-8),父系統,ネイティヴダンサー系,155,16,42,0.1032,0.271,94.5,0.0,7.14,0.2355,0.0355,1.151,A,京都ダ中距離(1700-2000)・重不良・外枠(7-8)で父系統「ネイティヴダンサー系」は基準比リフト1.151
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,長距離(2500以上),良,外枠(7-8),父系統,ロイヤルチャージャー系,290,33,82,0.1138,0.2828,83.9,0.0,6.54,0.246,0.0368,1.15,A,京都ダ長距離(2500以上)・良・外枠(7-8)で父系統「ロイヤルチャージャー系」は基準比リフト1.15
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,芝,短距離(1000-1300),良,内枠(1-2),父系統,ネイティヴダンサー系,323,15,52,0.0464,0.161,89.9,0.0,10.07,0.14,0.021,1.15,A,新潟芝短距離(1000-1300)・良・内枠(1-2)で父系統「ネイティヴダンサー系」は基準比リフト1.15
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,芝,中距離(1700-2000),良,内枠(1-2),母父,サンデーサイレンス,204,16,56,0.0784,0.2745,67.3,0.0,6.5,0.239,0.0355,1.149,A,京都芝中距離(1700-2000)・良・内枠(1-2)で母父「サンデーサイレンス」は基準比リフト1.149
競馬場×距離帯×馬場×枠,阪神,坂あり・パワー型,芝,短中距離(1400-1600),稍,中枠(3-6),父系統,ロイヤルチャージャー系,612,49,145,0.0801,0.2369,115.3,0.0,7.81,0.2062,0.0307,1.149,A,阪神芝短中距離(1400-1600)・稍・中枠(3-6)で父系統「ロイヤルチャージャー系」は基準比リフト1.149
競馬場×距離帯×馬場×枠,福島,小回り・機動型,芝,長距離(2500以上),良,外枠(7-8),母父系統,ニアークティック系,389,32,90,0.0823,0.2314,108.7,0.0,6.83,0.2014,0.03,1.149,A,福島芝長距離(2500以上)・良・外枠(7-8)で母父系統「ニアークティック系」は基準比リフト1.149
競馬場×距離帯×馬場×枠,中山,坂あり・パワー型,ダ,中距離(1700-2000),良,内枠(1-2),母父系統,ネイティヴダンサー系,904,67,192,0.0741,0.2124,81.9,0.0,7.87,0.1848,0.0276,1.149,A,中山ダ中距離(1700-2000)・良・内枠(1-2)で母父系統「ネイティヴダンサー系」は基準比リフト1.149
競馬場×距離帯×馬場×枠,福島,小回り・機動型,ダ,短距離(1000-1300),稍,中枠(3-6),父系統,父系統不明,178,16,44,0.0899,0.2472,52.9,0.0,7.73,0.2153,0.0319,1.148,A,福島ダ短距離(1000-1300)・稍・中枠(3-6)で父系統「父系統不明」は基準比リフト1.148
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,芝,中距離(1700-2000),稍,内枠(1-2),父系統,ロイヤルチャージャー系,177,11,41,0.0621,0.2316,35.7,0.0,7.85,0.2017,0.0299,1.148,A,新潟芝中距離(1700-2000)・稍・内枠(1-2)で父系統「ロイヤルチャージャー系」は基準比リフト1.148
競馬場×距離帯×馬場×枠,新潟,直線長め・平坦型,ダ,短距離(1000-1300),良,外枠(7-8),母父系統,ネイティヴダンサー系,528,53,138,0.1004,0.2614,122.8,0.0,7.16,0.2279,0.0335,1.147,A,新潟ダ短距離(1000-1300)・良・外枠(7-8)で母父系統「ネイティヴダンサー系」は基準比リフト1.147
競馬場×距離帯×馬場×枠,福島,小回り・機動型,芝,短距離(1000-1300),良,内枠(1-2),父系統,ナスルーラ系,230,13,58,0.0565,0.2522,78.0,0.0,7.68,0.2198,0.0324,1.147,A,福島芝短距離(1000-1300)・良・内枠(1-2)で父系統「ナスルーラ系」は基準比リフト1.147
競馬場×距離帯×馬場×枠,福島,小回り・機動型,芝,短距離(1000-1300),稍,中枠(3-6),母父系統,ロイヤルチャージャー系,253,26,59,0.1028,0.2332,133.9,0.0,7.6,0.2033,0.0299,1.147,A,福島芝短距離(1000-1300)・稍・中枠(3-6)で母父系統「ロイヤルチャージャー系」は基準比リフト1.147
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,短中距離(1400-1600),良,中枠(3-6),母父系統,ネイティヴダンサー系,1260,89,289,0.0706,0.2294,71.3,0.0,7.72,0.2,0.0294,1.147,A,京都ダ短中距離(1400-1600)・良・中枠(3-6)で母父系統「ネイティヴダンサー系」は基準比リフト1.147
競馬場×距離帯×馬場×枠,京都,平坦・スピード型,ダ,短中距離(1400-1600),良,外枠(7-8),父系統,ナスルーラ系,211,20,47,0.0948,0.2227,117.1,0.0,7.67,0.1942,0.0285,1.147,A,京都ダ短中距離(1400-1600)・良・外枠(7-8)で父系統「ナスルーラ系」は基準比リフト1.147
